No Throttle Input - No Load
Trial: 5
Date: 3-30-2023
Time: 12:39 PM
Ambient Temp: 72
Head Temp: 201.7

------ Microcontroller Engine Governor - Version: 1.16 ------
-------------------------------------------------------------
PID Gains:        Kp: 0.013000   Ki: 0.025000   Kd: 1.000000
-------------------------------------------------------------
Set RPM:             3600    |  Min RPM:                300
                             |
RPM Precision        10       |  PID I Precision:         70
                             |
Start Steps:         850     |  Max Steps:               1200
                             |
RPM Calc Interval:   1       |  Num Magnets:             1
                             |
LCD Update Interval: 400     |  Serial Update Interval:  50
-------------------------------------------------------------

Time,RPM,Steps Remaining, PID p, PID i, PID d, RPM Change, P Cmd, I Cmd, D Cmd
90,0.00,0,0,0,0,0.00,0,0,0
140,0.00,0,0,0,0,0.00,0,0,0
190,0.00,0,0,0,0,0.00,0,0,0
240,0.00,0,0,0,0,0.00,0,0,0
290,0.00,0,0,0,0,0.00,0,0,0
340,0.00,0,0,0,0,0.00,0,0,0
390,0.00,0,0,0,0,0.00,0,0,0
440,0.00,0,0,0,0,0.00,0,0,0
490,0.00,0,0,0,0,0.00,0,0,0
540,0.00,0,0,0,0,0.00,0,0,0
590,0.00,0,0,0,0,0.00,0,0,0
640,0.00,0,0,0,0,0.00,0,0,0
690,0.00,0,0,0,0,0.00,0,0,0
740,0.00,0,0,0,0,0.00,0,0,0
790,0.00,0,0,0,0,0.00,0,0,0
840,0.00,0,0,0,0,0.00,0,0,0
890,0.00,0,0,0,0,0.00,0,0,0
940,0.00,0,0,0,0,0.00,0,0,0
990,0.00,0,0,0,0,0.00,0,0,0
1040,0.00,0,0,0,0,0.00,0,0,0
1090,0.00,0,0,0,0,0.00,0,0,0
1140,0.00,0,0,0,0,0.00,0,0,0
1190,0.00,0,0,0,0,0.00,0,0,0
1240,0.00,0,0,0,0,0.00,0,0,0
1290,0.00,0,0,0,0,0.00,0,0,0
1340,0.00,0,0,0,0,0.00,0,0,0
1390,0.00,0,0,0,0,0.00,0,0,0
1440,0.00,0,0,0,0,0.00,0,0,0
1490,0.00,0,0,0,0,0.00,0,0,0
1540,0.00,0,0,0,0,0.00,0,0,0
1590,0.00,0,0,0,0,0.00,0,0,0
1640,0.00,0,0,0,0,0.00,0,0,0
1690,0.00,0,0,0,0,0.00,0,0,0
1740,0.00,0,0,0,0,0.00,0,0,0
1790,0.00,0,0,0,0,0.00,0,0,0
1840,0.00,0,0,0,0,0.00,0,0,0
1890,0.00,0,0,0,0,0.00,0,0,0
1940,0.00,0,0,0,0,0.00,0,0,0
1990,0.00,0,0,0,0,0.00,0,0,0
2040,0.00,0,0,0,0,0.00,0,0,0
2091,0.00,0,0,0,0,0.00,0,0,0
2141,0.00,0,0,0,0,0.00,0,0,0
2191,0.00,0,0,0,0,0.00,0,0,0
2241,0.00,0,0,0,0,0.00,0,0,0
2291,0.00,0,0,0,0,0.00,0,0,0
2341,0.00,0,0,0,0,0.00,0,0,0
2391,0.00,0,0,0,0,0.00,0,0,0
2441,0.00,0,0,0,0,0.00,0,0,0
2491,0.00,0,0,0,0,0.00,0,0,0
2541,0.00,0,0,0,0,0.00,0,0,0
2591,0.00,0,0,0,0,0.00,0,0,0
2641,0.00,0,0,0,0,0.00,0,0,0
2691,0.00,0,0,0,0,0.00,0,0,0
2741,0.00,0,0,0,0,0.00,0,0,0
2791,0.00,0,0,0,0,0.00,0,0,0
2841,0.00,0,0,0,0,0.00,0,0,0
2891,0.00,0,0,0,0,0.00,0,0,0
2941,0.00,0,0,0,0,0.00,0,0,0
2991,0.00,0,0,0,0,0.00,0,0,0
3041,0.00,0,0,0,0,0.00,0,0,0
3091,0.00,0,0,0,0,0.00,0,0,0
3141,0.00,0,0,0,0,0.00,0,0,0
3191,0.00,0,0,0,0,0.00,0,0,0
3241,0.00,0,0,0,0,0.00,0,0,0
3291,0.00,0,0,0,0,0.00,0,0,0
3341,0.00,0,0,0,0,0.00,0,0,0
3391,0.00,0,0,0,0,0.00,0,0,0
3441,0.00,0,0,0,0,0.00,0,0,0
3491,0.00,0,0,0,0,0.00,0,0,0
3542,0.00,0,0,0,0,0.00,0,0,0
3592,0.00,0,0,0,0,0.00,0,0,0
3642,0.00,0,0,0,0,0.00,0,0,0
3692,0.00,0,0,0,0,0.00,0,0,0
3742,0.00,0,0,0,0,0.00,0,0,0
3792,0.00,0,0,0,0,0.00,0,0,0
3842,0.00,0,0,0,0,0.00,0,0,0
3892,0.00,0,0,0,0,0.00,0,0,0
3942,0.00,0,0,0,0,0.00,0,0,0
3992,0.00,0,0,0,0,0.00,0,0,0
4042,0.00,0,0,0,0,0.00,0,0,0
4092,0.00,0,0,0,0,0.00,0,0,0
4142,0.00,0,0,0,0,0.00,0,0,0
4192,0.00,0,0,0,0,0.00,0,0,0
4242,0.00,0,0,0,0,0.00,0,0,0
4292,0.00,0,0,0,0,0.00,0,0,0
4342,0.00,0,0,0,0,0.00,0,0,0
4392,0.00,0,0,0,0,0.00,0,0,0
4442,0.00,0,0,0,0,0.00,0,0,0
4492,0.00,0,0,0,0,0.00,0,0,0
4542,0.00,0,0,0,0,0.00,0,0,0
4592,0.00,0,0,0,0,0.00,0,0,0
4642,0.00,0,0,0,0,0.00,0,0,0
4692,0.00,0,0,0,0,0.00,0,0,0
4742,0.00,0,0,0,0,0.00,0,0,0
4792,0.00,0,0,0,0,0.00,0,0,0
4842,0.00,0,0,0,0,0.00,0,0,0
4892,0.00,0,0,0,0,0.00,0,0,0
4942,0.00,0,0,0,0,0.00,0,0,0
4992,0.00,0,0,0,0,0.00,0,0,0
5042,0.00,0,0,0,0,0.00,0,0,0
5092,0.00,0,0,0,0,0.00,0,0,0
5142,0.00,0,0,0,0,0.00,0,0,0
5192,0.00,0,0,0,0,0.00,0,0,0
5242,0.00,0,0,0,0,0.00,0,0,0
5292,0.00,0,0,0,0,0.00,0,0,0
5342,0.00,0,0,0,0,0.00,0,0,0
5392,0.00,0,0,0,0,0.00,0,0,0
5442,0.00,0,0,0,0,0.00,0,0,0
5492,0.00,0,0,0,0,0.00,0,0,0
5542,0.00,0,0,0,0,0.00,0,0,0
5592,0.00,0,0,0,0,0.00,0,0,0
5642,0.00,0,0,0,0,0.00,0,0,0
5692,0.00,0,0,0,0,0.00,0,0,0
5742,0.00,0,0,0,0,0.00,0,0,0
5792,0.00,0,0,0,0,0.00,0,0,0
5842,0.00,0,0,0,0,0.00,0,0,0
5892,0.00,0,0,0,0,0.00,0,0,0
5942,0.00,0,0,0,0,0.00,0,0,0
5992,0.00,0,0,0,0,0.00,0,0,0
6042,0.00,0,0,0,0,0.00,0,0,0
6092,0.00,0,0,0,0,0.00,0,0,0
6142,0.00,0,0,0,0,0.00,0,0,0
6192,0.00,0,0,0,0,0.00,0,0,0
6242,0.00,0,0,0,0,0.00,0,0,0
6292,0.00,0,0,0,0,0.00,0,0,0
6342,0.00,0,0,0,0,0.00,0,0,0
6392,0.00,0,0,0,0,0.00,0,0,0
6443,0.00,0,0,0,0,0.00,0,0,0
6493,0.00,0,0,0,0,0.00,0,0,0
6543,0.00,0,0,0,0,0.00,0,0,0
6593,0.00,0,0,0,0,0.00,0,0,0
6643,0.00,0,0,0,0,0.00,0,0,0
6693,0.00,0,0,0,0,0.00,0,0,0
6743,0.00,0,0,0,0,0.00,0,0,0
6793,0.00,0,0,0,0,0.00,0,0,0
6843,0.00,0,0,0,0,0.00,0,0,0
6893,0.00,0,0,0,0,0.00,0,0,0
6943,0.00,0,0,0,0,0.00,0,0,0
6993,0.00,0,0,0,0,0.00,0,0,0
7043,0.00,0,0,0,0,0.00,0,0,0
7093,0.00,0,0,0,0,0.00,0,0,0
7143,0.00,0,0,0,0,0.00,0,0,0
7193,0.00,0,0,0,0,0.00,0,0,0
7243,0.00,0,0,0,0,0.00,0,0,0
7293,0.00,0,0,0,0,0.00,0,0,0
7343,0.00,0,0,0,0,0.00,0,0,0
7393,0.00,0,0,0,0,0.00,0,0,0
7443,0.00,0,0,0,0,0.00,0,0,0
7493,0.00,0,0,0,0,0.00,0,0,0
7543,0.00,0,0,0,0,0.00,0,0,0
7593,0.00,0,0,0,0,0.00,0,0,0
7643,0.00,0,0,0,0,0.00,0,0,0
7693,0.00,0,0,0,0,0.00,0,0,0
7743,0.00,0,0,0,0,0.00,0,0,0
7793,0.00,0,0,0,0,0.00,0,0,0
7843,0.00,0,0,0,0,0.00,0,0,0
7894,0.00,0,0,0,0,0.00,0,0,0
7944,0.00,0,0,0,0,0.00,0,0,0
7994,0.00,0,0,0,0,0.00,0,0,0
8044,0.00,0,0,0,0,0.00,0,0,0
8094,0.00,0,0,0,0,0.00,0,0,0
8144,0.00,0,0,0,0,0.00,0,0,0
8194,0.00,0,0,0,0,0.00,0,0,0
8244,0.00,0,0,0,0,0.00,0,0,0
8294,0.00,0,0,0,0,0.00,0,0,0
8344,0.00,0,0,0,0,0.00,0,0,0
8394,0.00,0,0,0,0,0.00,0,0,0
8444,0.00,0,0,0,0,0.00,0,0,0
8494,0.00,0,0,0,0,0.00,0,0,0
8544,0.00,0,0,0,0,0.00,0,0,0
8594,0.00,0,0,0,0,0.00,0,0,0
8644,0.00,0,0,0,0,0.00,0,0,0
8694,0.00,0,0,0,0,0.00,0,0,0
8744,0.00,0,0,0,0,0.00,0,0,0
8794,0.00,0,0,0,0,0.00,0,0,0
8844,0.00,0,0,0,0,0.00,0,0,0
8894,0.00,0,0,0,0,0.00,0,0,0
8944,0.00,0,0,0,0,0.00,0,0,0
8994,0.00,0,0,0,0,0.00,0,0,0
9044,0.00,0,0,0,0,0.00,0,0,0
9094,0.00,0,0,0,0,0.00,0,0,0
9144,0.00,0,0,0,0,0.00,0,0,0
9194,0.00,0,0,0,0,0.00,0,0,0
9244,0.00,0,0,0,0,0.00,0,0,0
9294,0.00,0,0,0,0,0.00,0,0,0
9344,0.00,0,0,0,0,0.00,0,0,0
9394,0.00,0,0,0,0,0.00,0,0,0
9444,0.00,0,0,0,0,0.00,0,0,0
9494,inf,0,0,0,0,0.00,0,0,0
9544,inf,0,0,0,0,0.00,0,0,0
9594,inf,0,0,0,0,0.00,0,0,0
9644,417.87,0,0,0,0,0.00,0,0,0
9694,417.87,0,0,0,0,0.00,0,0,0
9744,641.33,0,0,0,0,0.00,0,0,0
9794,1076.58,0,0,0,0,0.00,0,0,0
9844,1083.35,0,0,0,0,0.00,0,0,0
9894,1505.27,0,0,0,0,0.00,0,0,0
9944,1729.31,0,0,0,0,0.00,0,0,0
9994,1946.28,0,0,0,0,0.00,0,0,0
10044,1954.91,0,0,0,0,0.00,0,0,0
10094,2128.26,0,0,0,0,0.00,0,0,0
10144,2260.74,0,0,0,0,0.00,0,0,0
10194,2373.42,0,0,0,0,0.00,0,0,0
10244,2475.25,0,0,0,0,0.00,0,0,0
10294,2559.29,0,0,0,0,0.00,0,0,0
10344,2671.89,0,0,0,0,0.00,0,0,0
10394,2705.63,0,0,0,0,0.00,0,0,0
10444,2752.80,0,0,0,0,0.00,0,0,0
10494,2825.92,0,0,0,0,0.00,0,0,0
10544,2870.26,0,0,0,0,0.00,0,0,0
10594,2929.69,0,0,0,0,0.00,0,0,0
10644,3054.99,0,0,0,0,0.00,0,0,0
10694,3099.81,0,0,0,0,0.00,0,0,0
10744,3070.62,0,0,0,0,0.00,0,0,0
10795,3122.40,0,0,0,0,0.00,0,0,0
10845,3217.50,0,0,0,0,0.00,0,0,0
10895,3232.76,0,0,0,0,0.00,0,0,0
10945,3301.06,0,0,0,0,0.00,0,0,0
10995,3317.85,0,0,0,0,0.00,0,0,0
11045,3293.08,0,0,0,0,0.00,0,0,0
11095,3283.71,0,0,0,0,0.00,0,0,0
11145,3309.07,0,0,0,0,0.00,0,0,0
11195,3295.98,0,0,0,0,0.00,0,0,0
11245,3317.12,0,0,0,0,0.00,0,0,0
11295,3317.85,0,0,0,0,0.00,0,0,0
11345,3388.30,0,0,0,0,0.00,0,0,0
11395,3397.51,0,0,0,0,0.00,0,0,0
11445,3398.28,0,0,0,0,0.00,0,0,0
11495,3397.51,0,0,0,0,0.00,0,0,0
11545,3397.51,0,0,0,0,0.00,0,0,0
11595,3480.28,0,0,0,0,0.00,0,0,0
11645,3461.80,0,0,0,0,0.00,0,0,0
11695,3424.66,0,0,0,0,0.00,0,0,0
11745,3498.95,0,0,0,0,0.00,0,0,0
11795,3452.24,0,0,0,0,0.00,0,0,0
11845,3518.65,0,0,0,0,0.00,0,0,0
11895,3453.04,0,0,0,0,0.00,0,0,0
11945,3519.47,0,0,0,0,0.00,0,0,0
11995,3490.00,0,0,0,0,0.00,0,0,0
12045,3557.87,0,0,0,0,0.00,0,0,0
12095,3490.00,0,0,0,0,0.00,0,0,0
12145,3567.18,0,0,0,0,0.00,0,0,0
12195,3546.94,0,0,0,0,0.00,0,0,0
12246,3568.88,0,0,0,0,0.00,0,0,0
12296,3565.49,0,0,0,0,0.00,0,0,0
12346,3628.45,0,0,0,0,0.00,0,0,0
12396,3576.54,0,0,0,0,0.00,0,0,0
12446,3558.72,0,0,0,0,0.00,0,0,0
12496,3611.85,0,0,0,0,0.00,0,0,0
12546,3572.28,0,0,0,0,0.00,0,0,0
12596,3607.50,0,0,0,0,0.00,0,0,0
12646,3603.17,0,0,0,0,0.00,0,0,0
12696,3643.43,0,0,0,0,0.00,0,0,0
12746,3644.31,0,0,0,0,0.00,0,0,0
12796,3664.79,0,0,0,0,0.00,0,0,0
12846,3707.36,0,0,0,0,0.00,0,0,0
12896,3675.57,0,0,0,0,0.00,0,0,0
12946,3654.08,0,0,0,0,0.00,0,0,0
12996,3644.31,0,0,0,0,0.00,0,0,0
13046,3652.30,0,0,0,0,0.00,0,0,0
13096,3634.60,0,0,0,0,0.00,0,0,0
13146,3675.57,0,0,0,0,0.00,0,0,0
13196,3644.31,0,0,0,0,0.00,0,0,0
13246,3688.22,0,0,0,0,0.00,0,0,0
13296,3613.59,0,0,0,0,0.00,0,0,0
13346,3665.69,0,0,0,0,0.00,0,0,0
13396,3665.69,0,0,0,0,0.00,0,0,0
13446,3709.20,0,0,0,0,0.00,0,0,0
13496,3675.57,0,0,0,0,0.00,0,0,0
13546,3665.69,0,0,0,0,0.00,0,0,0
13596,3654.97,0,0,0,0,0.00,0,0,0
13646,3707.36,0,0,0,0,0.00,0,0,0
13696,3686.41,0,0,0,0,0.00,0,0,0
13746,3715.63,0,0,0,0,0.00,0,0,0
13796,3696.40,0,0,0,0,0.00,0,0,0
13846,3709.20,0,0,0,0,0.00,0,0,0
13896,3729.49,0,0,0,0,0.00,0,0,0
13946,3718.39,0,0,0,0,0.00,0,0,0
13996,3741.58,0,0,0,0,0.00,0,0,0
14046,3718.39,0,0,0,0,0.00,0,0,0
14096,3719.32,0,0,0,0,0.00,0,0,0
14146,3704.62,0,0,0,0,0.00,0,0,0
14196,3730.42,0,0,0,0,0.00,0,0,0
14246,3696.40,0,0,0,0,0.00,0,0,0
14296,3751.88,0,0,0,0,0.00,0,0,0
14346,3686.41,0,0,0,0,0.00,0,0,0
14396,3664.79,0,0,0,0,0.00,0,0,0
14446,3717.47,0,0,0,0,0.00,0,0,0
14496,3686.41,0,0,0,0,0.00,0,0,0
14546,3766.01,0,0,0,0,0.00,0,0,0
14596,3707.36,0,0,0,0,0.00,0,0,0
14646,3751.88,0,0,0,0,0.00,0,0,0
14696,3718.39,0,0,0,0,0.00,0,0,0
14746,3739.72,0,0,0,0,0.00,0,0,0
14796,3686.41,0,0,0,0,0.00,0,0,0
14846,3728.56,0,0,0,0,0.00,0,0,0
14896,3696.40,0,0,0,0,0.00,0,0,0
14946,3655.86,0,0,0,0,0.00,0,0,0
14996,3740.65,0,0,0,0,0.00,0,0,0
15046,3686.41,0,0,0,0,0.00,0,0,0
15096,3719.32,0,0,0,0,0.00,0,0,0
15147,3707.36,0,0,0,0,0.00,0,0,0
15197,3707.36,0,0,0,0,0.00,0,0,0
15247,3697.31,0,0,0,0,0.00,0,0,0
15297,3696.40,0,0,0,0,0.00,0,0,0
15347,3684.60,0,0,0,0,0.00,0,0,0
15397,3728.56,0,0,0,0,0.00,0,0,0
15447,3717.47,0,0,0,0,0.00,0,0,0
15497,3750.94,0,0,0,0,0.00,0,0,0
15547,3718.39,0,0,0,0,0.00,0,0,0
15597,3697.31,0,0,0,0,0.00,0,0,0
15647,3728.56,0,0,0,0,0.00,0,0,0
15697,3709.20,0,0,0,0,0.00,0,0,0
15747,3738.78,0,0,0,0,0.00,0,0,0
15797,3718.39,0,0,0,0,0.00,0,0,0
15847,3707.36,0,0,0,0,0.00,0,0,0
15897,3697.31,0,0,0,0,0.00,0,0,0
15947,3729.49,0,0,0,0,0.00,0,0,0
15997,3718.39,0,0,0,0,0.00,0,0,0
16047,3751.88,0,0,0,0,0.00,0,0,0
16097,3718.39,0,0,0,0,0.00,0,0,0
16147,3683.69,0,0,0,0,0.00,0,0,0
16197,3718.39,0,0,0,0,0.00,0,0,0
16247,3696.40,0,0,0,0,0.00,0,0,0
16297,3750.94,0,0,0,0,0.00,0,0,0
